,Title,URL,LCCN,Date,Description
672,"More women die of cancer than do men 70 percent of the 35,000 women who die annually of cancer of the breast and uterus could be saved if treated in time.",https://www.loc.gov/item/98518551/,98518551,1936,"1 print on board (poster) : silkscreen, color. | Poster encouraging women to seek treatment for cancer."
673,"Senior amateur musical contest on the mall, Central Park",https://www.loc.gov/item/98518598/,98518598,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing amateur musical contest in Central Park, New York City, showing stylized man playing a banjo."
674,Health for efficiency Free courses in health education sponsored by Adult Education Project of the Board of Education and the WPA.,https://www.loc.gov/item/98516603/,98516603,1936,"1 print on board (poster) : silkscreen, color. | Poster for Adult Education Project announcing free courses in health education."
675,Stop the spread of syphilis Tell your physician from whom you got it : Treatment will benefit them and prevent it's [sic] spread.,https://www.loc.gov/item/98516191/,98516191,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting treatment of syphilis."
676,Your wartime duty! Don't waste water Do not let water run a long time to get a drink : Do keep water in icebox instead /,https://www.loc.gov/item/98516596/,98516596,1941,"1 print on board (poster) : silkscreen, color. | Poster for The New York City Department of Water Supply, Gas & Electricity for a campaign to conserve water, showing a man drinking water."
677,Your wartime duty! Don't waste water Do not use more water in the kitchen than is necessary /,https://www.loc.gov/item/98516601/,98516601,1941,"1 print on board (poster) : silkscreen, color. | Poster for The New York City Department of Water Supply, Gas & Electricity for a campaign to conserve water, showing a woman cleaning a pan and preparing food."
678,Your wartime duty! Don't waste water Do not use hose for washing your automobile.  Do use water from a pail /,https://www.loc.gov/item/98516602/,98516602,1941,"1 print on board (poster) : silkscreen, color. | Poster for The New York City Department of Water Supply, Gas & Electricity for a campaign to conserve water, showing a man washing his car."
679,Keep clean,https://www.loc.gov/item/98516190/,98516190,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.4 cm (board) | Poster promoting cleanliness."
680,Be clean in everything that concerns your baby,https://www.loc.gov/item/98513381/,98513381,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.6 cm (board) | Poster promoting cleanliness and proper child care, showing swan with cygnet."
681,Syphilis False shame and fear may destroy your future : Have your blood tested.,https://www.loc.gov/item/98514501/,98514501,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.6 cm (board) | Poster for treatment of syphilis, showing a man and a woman bowing their heads in shame."
682,"Syphilis is a dangerous disease, but it can be cured",https://www.loc.gov/item/98514508/,98514508,1936,"1 print on board (poster) : silkscreen, color. | Poster for treatment of syphilis, showing an anchor and a cross."
683,Unfair to babies A helpless infant can't go on strike : It depends on your care.,https://www.loc.gov/item/93511162/,93511162,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.6 cm (board) | Poster promoting proper child care, showing a baby picketing."
684,Nurse the baby Your protection against trouble : Inform yourself through the Health Bureau publications and consult your doctor /,https://www.loc.gov/item/98516179/,98516179,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.5 cm (board) | Poster promoting breast feeding and proper child care, showing mother nursing baby."
685,Protect her from tuberculosis Consultation of your doctor or clinic means prevention.,https://www.loc.gov/item/98516181/,98516181,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.6 cm (board) | Poster promoting regular medical checkups for prevention of tuberculosis, showing woman holding a flower."
686,No creature in this world so ignorantly nurtured as the average baby Advice at your health bureau.,https://www.loc.gov/item/98516183/,98516183,1936,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.6 cm (board) | Poster promoting proper health care for children, showing a girl with a fawn."
687,"The Park Department presents final barbershop quartet concert on the mall, Central Park",https://www.loc.gov/item/98518601/,98518601,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing Park Department barbershop quartet concert, Central Park, New York City, showing four stylized barbers singing before barber pole."
688,"Federal Theatre presents Bernard Shaw's ""On the rocks""",https://www.loc.gov/item/98516604/,98516604,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""On the Rocks"" at Daly's Theatre, 63rd St. east of Broadway, New York City."
689,WPA Federal Music Project presents a series of programs every wednesday evening at 8:30 P.M. Free to the public /,https://www.loc.gov/item/98516605/,98516605,1942,"1 print (poster) : silkscreen, color. | Poster for a Federal Music Project series of programs at the Bronx Community Centre, 2075 Clinton Avenue, Bronx, New York."
690,Beethoven series,https://www.loc.gov/item/98507229/,98507229,1937,"1 print (poster) : silkscreen, color. | Poster showing bust portrait of Ludwig van Beethoven with text providing information about concert series."
691,WPA Federal Music Project presents songs and piano music everybody should know Free to the public /,https://www.loc.gov/item/98516606/,98516606,1936,"1 print (poster) : silkscreen, color. | Poster for a Federal Music Project series of programs on songs and piano music at the Prospect Plaza Community Centre, 912 Union Street, Brooklyn, New York."
692,"Amateur contest for children Final eliminations, Sept. 24, 1936.",https://www.loc.gov/item/97502865/,97502865,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing amateur piano contest, showing two girls playing piano."
693,"First houses Narrative, Charles Yale Harrison : Directed by Eugene Roder.",https://www.loc.gov/item/98518341/,98518341,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing presentation of film, ""First Houses"" showing roll of film and landscape with trees."
694,Prevent syphilis in marriage,https://www.loc.gov/item/98516609/,98516609,1936,"1 print on board (poster) : silkscreen, color. | Poster for the New York State Department of Health encouraging couples to take action to prevent syphilis in marriage."
695,"W.P.A. Federal Theatre Negro Unit in ""Noah"" a human comedy",https://www.loc.gov/item/98516610/,98516610,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project Negro Unit presentation of ""Noah"" at the Lafayette Theatre, Seventh Ave. and 131st., New York City, showing Noah in ark filled with animals."
696,"W.P.A. Federal Theatre presents ""Sing for your supper"" a topical musical revue",https://www.loc.gov/item/98516611/,98516611,1936,"1 print on board (poster) : color silkscreen ; sheet 55.8 x 35.6 cm. | Poster for Federal Theatre Project presentation of ""Sing for Your Supper"" at the Adelphi Theatre, 54th Street east of 7th Ave., New York City, showing a chef with two dancers."
697,[Snow White and the seven dwarfs],https://www.loc.gov/item/98518602/,98518602,1936,"1 print on board (poster) : silkscreen, color. | Poster depicting Snow White with the prince surrounded by the Seven Dwarfs."
698,[Jack and the beanstalk],https://www.loc.gov/item/98518606/,98518606,1936,"1 print on board (poster) : silkscreen, color. | Poster depicting Jack climbing the beanstalk and the giant waiting for him."
699,"Sculpture classes for children now in session Under direction of Art Teaching Division, Federal Art Project, Works Progress Administration.",https://www.loc.gov/item/98514640/,98514640,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing scuplture classes for children conducted by the Art Teaching Division of the WPA Federal Art Project, showing sculpture of a horse."
700,Keep your fire escapes clear,https://www.loc.gov/item/98516613/,98516613,1936,"1 print on board (poster) : silkscreen, color. | Poster for the Tenement House Department of the City of New York advising that tenement house residents keep their fire escapes free of obstructions."
701,An orderly line is a safe line!,https://www.loc.gov/item/98516617/,98516617,1941,"1 print on board (poster) : silkscreen, color. | Poster promoting safety procedures during civil defense air raid drills."
702,Discover Puerto Rico U.S.A. Where the Americas meet /,https://www.loc.gov/item/98518608/,98518608,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting Puerto Rico for tourism, showing view of harbor from Morro Castle."
703,Discover Puerto Rico U.S.A. Where the Americas meet.,https://www.loc.gov/item/98518614/,98518614,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting Puerto Rico for tourism, showing view of park with palm trees."
704,"Free classes in drawing, painting, sculpture and photography for adults",https://www.loc.gov/item/98516619/,98516619,1936,"1 print on board (poster) : silkscreen, color. | Poster for Works Progress Administration Federal Art Project announcing art classes for adults at the Contemporary Art Center, Y.M.H.A. Building, 92nd St. and Lexington Ave., Manhattan, New York."
705,See America,https://www.loc.gov/item/93505613/,93505613,1936,"1 print on board (poster) : silkscreen, color. | Poster for the United States Travel Bureau promoting tourism, showing two cowboys on horseback by stream near desert rock formation."
706,Wild life The national parks preserve all life.,https://www.loc.gov/item/92522682/,92522682,1936,"1 print on board (poster) : silkscreen, color. | Poster for National Park Service, showing a deer drinking from a stream in the forest."
707,Enjoy ice roller skating,https://www.loc.gov/item/98516620/,98516620,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting ""ice roller skating"" at the New York City Building, Flushing Meadow Park, New York."
708,"Books are weapons Read about... ""The negro in national defense,"" ""Africa and the war,"" [and] ""Negro history and culture"" at the Schomburg Collection of the New York Public Library /",https://www.loc.gov/item/98516622/,98516622,1941,"1 print on board (poster) : silkscreen, color ; sheet 56 x 35.6 cm. | Poster encouraging citizens to use the resources at the Schomburg Collection of the New York Public Library to learn more about African and African American history and culture."
709,"Water carnival Music, dancing, singing.",https://www.loc.gov/item/98518636/,98518636,1936,"1 print on board (poster) : silkscreen, color. | Poster for City of New York Dept. of Parks, announcing water carnival in Central Park, showing stylized lake and lamp post."
710,Indian art of the United States Prehistoric art living tradition - Indian art for modern living : Museum of Modern Art /,https://www.loc.gov/item/98516629/,98516629,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing exhibition of Native American art at the Museum of Modern Art, 11 West 53 Street, New York City, showing large hand."
711,Sew for victory,https://www.loc.gov/item/98516630/,98516630,1941,"1 print on board (poster) : silkscreen, color. | Poster promoting sewing as contribution to the war effort, showing outline of sewing machine with war images."
712,Indian art of the United States Prehistoric art living traditions - Indian art for modern living : Museum of Modern Art.,https://www.loc.gov/item/98513683/,98513683,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing exhibition of Native American art at the Museum of Modern Art, 11 West 53 Street, New York City, showing example of Native American art."
713,"Beware the cancer quack A reputable physician does not promise a cure, demand advance payment, advertise /",https://www.loc.gov/item/98518641/,98518641,1936,"1 print on board (poster) : silkscreen, color. | Poster warning cancer patients to be wary of persons claiming to be physicians and promising to cure cancer."
714,"Popular Price Theatre presents ""The dictator"" A farce by Richard Harding Davis /",https://www.loc.gov/item/96518592/,96518592,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Dictator"" at the Adelphi Theatre, 54th Street east of 7th Ave., New York City, showing head of man, with mouth open and fist raised."
715,"Final barber shop quartet contest presented by Park Department on the Mall, Central Park Sept. 10, 8:15 p.m.",https://www.loc.gov/item/97502855/,97502855,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing the Park Department's barbershop quartet contest, showing four men singing."
716,They like winter in New York State The state that has everything /,https://www.loc.gov/item/96508548/,96508548,1936,"1 print (poster) : silkscreen, color. | Poster promoting winter sports, showing two people on skis."
717,"The United States' first foreign trade zone Staten Island, City of New York, opened February 1, 1937 /",https://www.loc.gov/item/98518517/,98518517,1937,"1 print on board (poster) : silkscreen, color. | Poster for the City of New York Department of Docks, showing five ocean liners."
718,"The United States' first foreign trade zone Staten Island, City of New York, opened February 1, 1937 /",https://www.loc.gov/item/98518518/,98518518,1937,"1 print on board (poster) : silkscreen, color. | Poster for the City of New York Department of Docks, showing five ocean liners."
719,"The United States' first foreign trade zone Staten Island, City of New York, opened February 1, 1937 /",https://www.loc.gov/item/98518519/,98518519,1937,"1 print (poster) : silkscreen, color. | Poster for the City of New York Department of Docks, showing five ocean liners."
720,"The United States' first foreign trade zone Staten Island, City of New York, opened February 1, 1937 /",https://www.loc.gov/item/96503112/,96503112,1937,"1 print on board (poster) : silkscreen, color. | Poster for the City of New York Department of Docks, showing five ocean liners."
721,Up where winter calls to play Olympic bobsled run Lake Placid /,https://www.loc.gov/item/96508458/,96508458,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting winter sports, showing four people in bobsled."
722,"Craft school Pottery, modeling, weaving, painting, drawing, woodcarving, sewing, needlework, metalwork, photography",https://www.loc.gov/item/98516677/,98516677,1936,"Poster for WPA Federal Art Project sponsored art and craft classes offered at the Henry Street Settlement, 265 Henry Street, New York City."
723,"Hundreds are receiving free instruction Drawing, painting, weaving, lithography, sculpture, etching, metal craft, photography, costume illustration [at] Harlem Community Art Center.",https://www.loc.gov/item/98516701/,98516701,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project sponsored art classes at the Harlem Community Center, 290 Lenox Ave, New York City."
724,WPA Federal Music Project of New York City presents free symphony concerts,https://www.loc.gov/item/98516711/,98516711,1936,"1 print on board (poster) : silkscreen, color. | Poster for New York City Federal Music Project presentation of free symphony concerts at the Y.M. & Y.W.H.A., 1511 Fulton Ave, Bronx, New York City."
725,WPA Federal Music Project of New York City presents free band concerts [at the] Brooklyn Museum,https://www.loc.gov/item/98516715/,98516715,1936,"1 print on board (poster) : silkscreen, color. | Poster for New York City Federal Music Project presentation of free band concerts at the Brooklyn Museum, showing a man conducting."
726,WPA Federal Music Project of New York City presents free band concerts [at the] Bronx County Building,https://www.loc.gov/item/98516716/,98516716,1936,"1 print on board (poster) : silkscreen, color. | Poster for New York City Federal Music Project presentation of free band concerts at the Bronx County Building, showing half-length portrait of a music conductor."
727,WPA Federal Music Project of NYC [presents] Brahms symphony series Federal symphony orchestra - distinguished conductors and assisting artists.,https://www.loc.gov/item/97502884/,97502884,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of Brahms symphony series at the WPA Federal Music Theatre, 254 West 54 St., New York City."
728,"Federal Art Project, Works Progress Administration art exhibition by artists of the Federal Art Project ... [at the] Albany Institute of History and Art",https://www.loc.gov/item/98516718/,98516718,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of art by WPA Federal Art Project artists at the Albany Institute of History and Art."
729,Don't fear cancer fight it!,https://www.loc.gov/item/98518521/,98518521,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting treatment for cancer."
730,Exhibition color lithography by Federal Art Project Work Projects Administration,https://www.loc.gov/item/98516682/,98516682,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of color lithography."
731,Exhibition Functions of the Federal Art Project.,https://www.loc.gov/item/98516684/,98516684,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of the functions of the Federal Art Project, Works Progress Administration."
732,Exhibition Materials for the artist /,https://www.loc.gov/item/98516686/,98516686,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition."
733,See America Welcome to Montana /,https://www.loc.gov/item/98518516/,98518516,1936,"1 print on board (poster) : silkscreen, color. | Poster for United States Travel Bureau promoting travel to Montana, showing Indian encampment next to lake."
734,"Exhibition Oil paintings from the easel division : N.Y.C. WPA Art Project, Work Projects Administration.",https://www.loc.gov/item/98516689/,98516689,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of oil paintings."
735,"Exhibition Interior design by the interior design staff, Federal Art Project, Works Progress Administration.",https://www.loc.gov/item/98516692/,98516692,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of interior design."
736,"The Federal Arts Projects for New York City welcome the National Education Association of the United States Presenting plays, concerts, radio programs, art exhibits, publications, historical records, circus, Gilbert & Sullivan operas, guided tours of projects : For details inquire at NEA information booths.",https://www.loc.gov/item/98516695/,98516695,1938,"1 print on board (poster) : silkscreen, color. | Poster for New York City Federal Art Project presentation of festivities during the National Education Association's convention in New York City."
737,"Forum In cooperation with Forum Div., Board of Education, WPA : Admission free /",https://www.loc.gov/item/98516697/,98516697,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing public forum sponsored by the New York City Board of Education."
738,"Exhibition Painting, prints, murals, sculpture by artists of the New York City Art Project /",https://www.loc.gov/item/98516747/,98516747,1936,"1 print on board (poster) : silkscreen, color. | Poster for exhibition of art by New York City Art Project artists from the Work Projects Administration Arts Program, at St. George Theatre, New York City."
739,Pneumonia strikes like a man eating shark led by its pilot fish the common cold Consult your physician /,https://www.loc.gov/item/98516749/,98516749,1936,"1 print on board (poster) : silkscreen, color. | Poster encouraging citizens to ""consult your physician"" for treatment of the common cold, showing a shark."
740,Free instruction for children in painting & drawing,https://www.loc.gov/item/98516751/,98516751,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project Art Teaching Division announcing art instruction for children."
741,Better housing The solution to infant mortality in the slums /,https://www.loc.gov/item/98518522/,98518522,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting better housing as a solution for high rates of infant mortality in the slums, showing a blueprint of new housing next to existing tenement buildings over which stands the figure of Death."
742,Exhibition Illinois Federal Art Project Works Progress Administration /,https://www.loc.gov/item/98516741/,98516741,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of art from the Illinois Federal Art Project at Federal Art Gallery, 225 West 57 Street, New York City."
743,"A guide to the golden state from the past to the present California history and culture, tours and trails, recreational facilities : American guide series /",https://www.loc.gov/item/98516742/,98516742,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Writers' Project of California advertising ""American Guide Series"" volume on California, showing hourglass."
744,"A guide to the golden state from the past to the present California history and culture, tours and trails, recreational facilities : American guide series /",https://www.loc.gov/item/98516743/,98516743,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Writers' Project of California advertising ""American Guide Series"" volume on California, showing hourglass."
745,"Federal Theatre presents ""... one-third of a nation"" A living newspaper about housing /",https://www.loc.gov/item/95509661/,95509661,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""...one-third of a nation"" at the Adelphi Theatre, showing drawing of urban row houses."
746,Home safety is home defense Men: to learn proper fire control join the fire department auxiliary corps at the nearest fire house /,https://www.loc.gov/item/92500641/,92500641,1941,"1 print on board (poster) : silkscreen, color. | Poster for New York City Fire Department encouraging men to join the fire department auxiliary corps, showing a hand holding a fire hose putting out a fire."
747,Better housing The solution to infant mortality in the slums.,https://www.loc.gov/item/96510351/,96510351,1936,"1 print on board : color silkscreen ; sheet 71 x 56 cm (poster format) | Poster promoting better housing as a solution for high rates of infant mortality in the slums, showing a planned housing community and in the background a crossed-out telescopic view of tenement housing."
748,"East side, West side exhibition of photographs",https://www.loc.gov/item/98501280/,98501280,1938,"1 print on board (poster) : color silkscreen ; sheet 56 x 35.6 cm. | Poster for Federal Art Project Photography Division exhibition, showing man taking photograph, New York City buildings in background."
749,Free summer art classes for high school students,https://www.loc.gov/item/92500655/,92500655,1936,"1 print on board (poster) : silkscreen, color. | Poster for free summer art classes at the Design Laboratory, 10 East 39 Street, New York City."
750,The W.P.A. Federal Theatre Negro Unit [presents] Macbeth by William Shakespeare,https://www.loc.gov/item/92522687/,92522687,1936,"1 print on board (poster) : silkscreen, color ; sheet 55.8 x 35.5 cm."
751,Photography exhibition Photographs by the W.P.A. Federal Art Project.,https://www.loc.gov/item/98507251/,98507251,1941,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of photographs at the Hotel Nassau, Long Beach, L.I., showing camera and photograph of buildings."
752,Exhibition of oil paintings by well known artists,https://www.loc.gov/item/98517473/,98517473,1940,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of oil paintings at the Hotel Nassau, Long Beach, L.I., showing palette and easel."
753,Exhibition of work by art teachers on the Federal Art Project,https://www.loc.gov/item/98517474/,98517474,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of art by art teachers at the Federal Art Gallery, 225 West 57th Street, New York City, showing mortarboard, palette, picture frame, and brush."
754,The W.P.A. Federal Music Project of New York City announces free music instruction - register now,https://www.loc.gov/item/98517461/,98517461,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project announcing free instruction in music at the West Side Vocational High School, 208 West 13th St., New York City, showing a metronome."
755,"The only safe weapons against cancer are surgery, x-rays [and] radium Do not trust your life to other methods.",https://www.loc.gov/item/98517525/,98517525,1938,"1 print on board (poster) : silkscreen, color. | Poster identifying proper treatments for cancer."
756,WPA Federal Music Project will present 8 roof garden concerts at Jamaica YMCA Free to the public.,https://www.loc.gov/item/98516757/,98516757,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of a series of concerts at the Jamaica YMCA, 8925 Parsons Blvd., New York City."
757,Whom have you exposed to syphilis Tell your physician : They should be examined : They may need treatment.,https://www.loc.gov/item/98516759/,98516759,1936,"1 print on board (poster) : silkscreen, color. | Poster for New York State Dept. of Health encouraging treatment for syphilis."
758,Your family needs protection against syphilis Your wife or husband and children should be examined and treated if necessary.,https://www.loc.gov/item/96514780/,96514780,1936,"1 print on board (poster) : silkscreen, color. | Poster for New York State Dept. of Health encouraging examination and treatment for syphilis, showing stylized mother with child on lap."
759,"Federal Theatre - Marionette Theatre presents ""RUR"" Remo Bufano director.",https://www.loc.gov/item/96524672/,96524672,1936,"1 print on board : silkscreen, color. | Poster for Federal Theatre Project presentation of ""RUR"" at the Marionette Theatre, showing abstract image with text."
760,"Dept of Parks water carnival Music, dancing, singing.",https://www.loc.gov/item/98518392/,98518392,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing water carnival in Central Park, showing man standing in a gondola, playing stringed instrument, and singing."
761,"Wanted! 10,000 guest homes, 1000 furnished houses for World's Fair visitors by March 15",https://www.loc.gov/item/98516768/,98516768,1939,"1 print on board (poster) : silkscreen, color. | Poster calling for guest homes to be available during the New York World's Fair."
762,A game crop is a community asset,https://www.loc.gov/item/98516769/,98516769,1936,"1 print on board (poster) : silkscreen, color. | Poster for Bureau of Game, New York State Conservation Dept., promoting hunting of small game."
763,"Memorial Day, May 30th",https://www.loc.gov/item/94504461/,94504461,1937,"1 print on board (poster) : silkscreen, color. | Poster honoring veterans, showing a boy and an old soldier saluting each other, and girl presenting the soldier with bouquet of flowers."
764,Learn to swim campaign Classes for all ages forming in all pools /,https://www.loc.gov/item/98516763/,98516763,1936,"1 print on board (poster) : silkscreen, color ; sheet 55.9 x 35.6 cm. | Poster for New York Department of Parks announcing classes forming for swimming lessons, showing African Americans on one side and white children on the other."
765,Home safety is front line defense Conserve - protect /,https://www.loc.gov/item/98516764/,98516764,1941,"1 print on board (poster) : silkscreen, color. | Poster promoting safety at home as civil defense measure."
766,Rotten living Decent living through planned housing.,https://www.loc.gov/item/98518568/,98518568,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting planned housing as a solution to better living conditions in cities, showing a child standing in a alley with a trash can and cat rummaging through the garbage."
767,"Harvest festival on the mall, Central Park",https://www.loc.gov/item/98518523/,98518523,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing festival on the mall in Central Park, showing two dancers in costume."
768,W.P.A. Federal Music Project information given regarding locations of W.P.A. schools and all subjects taught,https://www.loc.gov/item/98516767/,98516767,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project listing telephone number to call for information about W.P.A. schools and subjects."
769,Cellar ceilings must be fire-retarded Keep cellars clean /,https://www.loc.gov/item/98516765/,98516765,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting use of fire retardant materials in home construction, showing a couple trapped in burning house."
770,"Foreign trade zone no. 1 Staten Island, City of New York, opened February 1, 1937 /",https://www.loc.gov/item/98518526/,98518526,1937,"1 print on board (poster) : silkscreen, color. | Poster for the City of New York Department of Docks, showing large ocean liner with the flags of many nations in background."
771,Halloween roller skating carnival Bring your skates : Prizes will be awarded for costumes /,https://www.loc.gov/item/98518524/,98518524,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing roller skating carnival in Central Park, New York City, showing a boy and a girl skating."
772,See America Welcome to Montana /,https://www.loc.gov/item/96503136/,96503136,1936,"1 print on board (poster) : silkscreen, color. | Poster for United States Travel Bureau promoting travel to Montana, showing mountain scene with horse and rider."
773,"W.P.A. Federal Theatre presents ""Machine age"" a new musical comedy by William Sully .... music by Bert Reed A variety theatre production.",https://www.loc.gov/item/96510373/,96510373,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Machine Age"" at the Majestic Theatre, showing three farmers standing next to a cog from a machine."
774,"""Chalk dust"" 2nd week by popular demand.",https://www.loc.gov/item/98518813/,98518813,1937,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Chalk Dust"" at the Emery, Walnut and Parkway, Cincinnati, Ohio, showing a red dot."
775,"The Works Progress Administration in Ohio presents the Federal Theatre for youth in ""A Christmas Carol""",https://www.loc.gov/item/92500648/,92500648,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""A Christmas Carol."""
776,Enjoy - don't destroy,https://www.loc.gov/item/98518814/,98518814,1936,"1 print on board (poster) : silkscreen, color. | Poster showing two children picking flowers."
777,"Victor Herbert's comic opera ""Fortune teller"" with famous ""gypsy love song""",https://www.loc.gov/item/98518815/,98518815,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre and Music Project presentation of ""Fortune Teller"" at the Emery, Walnut and Parkway, Cincinnati, Ohio, showing the king of hearts playing card."
778,Get ahead! Adult education classes : For adults at no charge.,https://www.loc.gov/item/98517163/,98517163,1936,"1 print on board (poster) : silkscreen, color. | Poster encouraging adults to attend adult education classes."
779,"Federal Music presents Gilbert & Sullivan's light opera ""The gondoliers"" Cast of 100 : Handel Wadsworth director.",https://www.loc.gov/item/98517164/,98517164,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of ""The Gondoliers."""
780,"Low rent homes for low income families Valleyview homes, West 7th and Starkweather.",https://www.loc.gov/item/98518816/,98518816,1936,"1 print on board (poster) : silkscreen, color. | Poster for Cleveland Metropolitan Housing Authority announcing new low income housing development, showing family looking at new homes."
781,"Cincinnati Federal Theatre [presents] ""Mikado"" [a] Gilbert & Sullivan operetta",https://www.loc.gov/item/98517166/,98517166,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Mikado"" at the Emery, Walnut & Parkway, Cincinnati, Ohio."
782,"Milk - for health, good teeth, vitality, endurance, strong bones",https://www.loc.gov/item/98518818/,98518818,1940,"1 print on board (poster) : silkscreen, color. | Poster for Cleveland Division of Health promoting milk, showing a large bottle of milk next to couples smiling, playing golf, tennis, and two babies."
783,Milk - for summer thirst,https://www.loc.gov/item/98518819/,98518819,1940,"1 print on board (poster) : silkscreen, color. | Poster for Cleveland Division of Health promoting milk, showing a young man holding a glass of milk with the sun shining in the background."
784,Milk - for warmth Energy food.,https://www.loc.gov/item/98518820/,98518820,1941,"1 print on board (poster) : silkscreen, color. | Poster for Cleveland Division of Health promoting milk, showing a woman wearing winter clothing holding a glass of milk."
785,"Milk truckers do not! pick up milk at farms where there are cases of diphtheria, scarlet fever, infantile paralysis, spinal meningitis, smallpox, typhoid Report all cases on your route to .... Food and Drug Administration [sic].",https://www.loc.gov/item/98517167/,98517167,1936,"1 print on board (poster) : silkscreen, color. | Poster encouraging truck drivers to report to proper authorities cases of communicable diseases encountered on their routes."
786,Occupations related to mathematics,https://www.loc.gov/item/98518821/,98518821,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting occupations that require a background in mathematics, such as bank worker, draftsman, civil engineer surveyor, and chemist laboratory assistant."
787,Printing,https://www.loc.gov/item/98518823/,98518823,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting occupations in the printing industry, such as hand compositor, press feeder, linotype operator, copy boy, proofreader, make-up man, bindery worker, and others, showing various typefaces."
788,Swim for health in safe and pure pools,https://www.loc.gov/item/98518824/,98518824,1940,"1 print on board (poster) : silkscreen, color. | Poster for Cleveland Division of Health promoting swimming as healthy exercise, showing a man and a woman in a swimming pool."
789,"There are jobs for you, if trained Complete free course in household training : You learn meal planning , cooking, table service, laundry, cleaning and child care.",https://www.loc.gov/item/98517168/,98517168,1936,"1 print on board (poster) : silkscreen, color. | Poster announcing opportunities and programs for persons with certain domestic skills and those wishing to acquire skills in homemaking."
790,"WPA in Ohio Federal Music Project presents Verdi's grand opera ""Il trovatore"" Cast of 75 : Rudolph Schueller director.",https://www.loc.gov/item/98517169/,98517169,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of ""Il Trovatore."""
